BORO,VIOLATION CODE,VIOLATION DESCRIPTION,Latitude,Longitude
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.718021838652,-73.736501511822
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.765899250002,-73.82774677327
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.756619375954,-73.964160913015
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.746041175326,-74.00029954376
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.687689934881,-73.992965102509
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.624007119453,-74.030846811876
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.63587664711,-74.008614725557
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.767540100239,-73.912031936068
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.643136890435,-74.002551188578
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.650718505144,-73.951002939882
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.840641930857,-73.84331728604
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.6412978124,-73.964205075067
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.744470483704,-73.987433895269
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.855907781955,-73.855597322122
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.866948466203,-73.897813744352
Staten Island,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.545089573262,-74.161027947867
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.732649443135,-73.997279392415
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.707296028264,-74.002593328913
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.74277629464,-73.982342222543
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.732581578527,-73.856421279601
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.746546813276,-73.894173605278
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.746544105126,-73.894213308497
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.680430806035,-73.977743886567
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.670506897825,-73.985176823499
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.733288922863,-73.794548659462
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.894716792466,-73.856630362118
Staten Island,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.544995216089,-74.165597265264
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.867811944328,-73.92074976012
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.752679493914,-73.983003702603
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.674775561905,-73.963188428
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.743400393066,-74.00858898535
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.743359387771,-73.920414788715
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.657384150314,-73.889716700147
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.627296785053,-73.902894183123
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.638719012976,-73.96862390659
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.663246396408,-73.981314457464
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.656612037778,-73.930685857753
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.621958008361,-74.025824358025
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.718384902908,-73.997774198634
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.729178561902,-73.981263426273
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.869283190296,-73.829763046998
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.723489203257,-73.984941314011
Staten Island,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.63761667281,-74.080002676587
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.729391434692,-74.001006647563
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.82261089825,-73.848855484061
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.721087815601,-73.987283194052
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.758102670356,-73.980089352483
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.676172187258,-74.014265639889
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.73635750191,-74.005870922848
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.738141622621,-74.00537671185
Staten Island,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.643648725944,-74.077433503825
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.798437211109,-73.941174404806
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.733769833227,-73.977274965551
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.810999633875,-73.952405351058
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.730743765581,-73.986094269677
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.817367711552,-73.898020231848
Staten Island,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.625949769931,-74.134450400927
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.587828136795,-73.960381441103
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.729547887394,-74.000876759621
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.737403649066,-73.877285995243
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.684787822125,-73.83097502684
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.732000756953,-73.985206389728
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.780099223028,-73.980530490718
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.823908721394,-73.819986614638
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.732081733747,-73.900110513693
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.618998140766,-74.029893542786
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.651569160637,-73.93412556904
Staten Island,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.62912226721,-74.11470006086
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.681299607516,-73.879026507126
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.700960374254,-74.013134913601
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.62189339976,-74.031710364692
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.653029099438,-73.949822757608
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.775102745133,-73.956702378113
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.748965275089,-73.891582007636
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.689467451902,-73.96950140624
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.727389741423,-73.986766050405
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.716543717287,-73.743130515992
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.673029932951,-73.990749582871
Staten Island,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.592596091025,-74.068210453189
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.587580159349,-73.957735320661
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.707550246002,-73.749870503217
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.860518283043,-73.927688820366
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.650213288185,-73.891025952822
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.686060382878,-73.82481323745
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.677293916591,-73.979846784481
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.759098909404,-73.834139118565
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.725166154671,-73.984190505773
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.779092813922,-73.954619976055
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.838724707896,-73.941474747005
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.707099822587,-73.914939770907
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.717509426664,-73.835523647641
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.633742230444,-74.021642407098
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.864360337243,-73.823282414276
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.640531128259,-74.015083131073
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.593102392,-73.950210025286
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.840159201069,-73.92551366989
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.663983682971,-73.860487605874
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.876763075937,-73.837695604393
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.702840750311,-73.902192234703
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.728799680596,-73.980639345112
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.668170606119,-73.931189276565
Staten Island,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.542342499736,-74.177409849108
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.773828398358,-73.948193324494
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.823059345683,-73.910003541385
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.683423025747,-73.872990533839
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.682497205043,-73.909768521968
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.637787369869,-73.896641916373
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.734537707326,-74.006173862074
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.753327474749,-73.984541122848
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.667062409776,-73.942400954621
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.743778018979,-73.98161657959
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.863986176548,-73.891046690233
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.729322331155,-73.989410367283
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.750319283872,-73.898502233899
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.658610559894,-73.981903247675
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.619621618242,-73.915822527241
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.738345961988,-73.980578823834
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.758907368093,-73.91885120451
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.727389741423,-73.986766050405
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.793983366461,-73.942926355771
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.74236478312,-73.983713661255
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.694799404672,-73.847620930891
Staten Island,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.627046160643,-74.165009081887
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.61316388294,-74.000698739412
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.753169760316,-73.872420307304
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.727883592979,-73.985084636128
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.67026777117,-73.857075037285
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.781347927802,-73.979620181908
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.7709429859,-73.982157819963
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.741946612866,-73.977932564941
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.847065444278,-73.935387851885
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.682359609171,-73.993405538151
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.635890089792,-74.011774541553
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.647187926815,-74.008133310145
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.74043255208,-73.98430234633
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.730651274532,-74.00165252091
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.749903089401,-73.9750606281
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.76866745733,-73.911073739908
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.774734266491,-73.908718766609
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.745936604324,-73.912706575073
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.632028212938,-74.027568408588
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.782583627131,-73.953339311533
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.70255763198,-73.901716580461
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.732263759386,-73.981767705106
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.716543717287,-73.743130515992
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.886690890724,-73.90705631532
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.734156073531,-74.007981592284
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.741431185077,-73.981234706326
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.752486367873,-73.977268555955
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.636563025001,-74.025714735225
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.769369406815,-73.957929988062
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.704638717252,-74.009608277863
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.770454096025,-73.907352745292
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.635108801068,-74.023329027293
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.744593492874,-73.95348872342
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.78535389631,-73.972981748819
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.630269302495,-74.004215131227
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.75699909189,-73.907111643617
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.643329721911,-73.978188715503
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.839834725209,-73.916652334456
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.768133443853,-73.955743012925
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.740191508602,-73.988481211859
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.865473157682,-73.864600689639
Staten Island,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.643604814333,-74.077426245868
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.727022468914,-74.007378210775
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.774938493062,-73.91370824491
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.609928854538,-73.922281617072
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.644135038904,-74.014986656335
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.756149794718,-73.991239717367
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.805490185201,-73.965720252196
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.678548621425,-73.77914663688
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.65165584532,-73.932157788314
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.610334007558,-73.999074389756
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.746111135105,-73.883600024648
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.724238857969,-73.987740777979
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.739906628772,-74.000790289401
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.703258185238,-73.991502765749
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.702770145123,-73.929386186482
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.744481156357,-73.984893244416
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.789210236622,-73.948726617051
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.681299607516,-73.879026507126
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.720743322338,-73.809292040454
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.72892332511,-73.981425859683
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.764000846442,-73.966871599238
