BORO,VIOLATION CODE,VIOLATION DESCRIPTION,Latitude,Longitude
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.733492358363,-73.81068790169
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.776948272526,-73.952426172216
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.661197241131,-73.916364579153
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.775102745133,-73.956702378113
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.768681172713,-73.911062890941
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.608711587419,-73.973788221355
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.689373345092,-73.816060217244
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.645205643742,-74.013873420588
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.727709774209,-73.979297500196
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.755528886209,-73.814988899493
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.744798374442,-73.910246805656
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.72427469327,-73.869174716311
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.729078531416,-74.001006642818
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.75576692201,-73.98033188918
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.684772894416,-73.860692732503
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.677842013684,-73.745479374091
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.671795688285,-73.977476409558
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.614314983861,-73.926375354309
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.759904894823,-73.831585030599
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.758721759694,-73.768494782463
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.684316711603,-73.994941332665
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.73308022042,-73.993519571702
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.756584465857,-73.9667237015
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.760456388468,-73.973706616717
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.755816354791,-73.980490692207
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.728846734493,-73.863818604788
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.88330150061,-73.897759580633
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.680663205082,-73.991397493612
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.718380032751,-73.87259538249
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.76407402447,-73.771216062182
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.754026849301,-73.968493587883
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.865153252788,-73.80283849787
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.859571131892,-73.866217878255
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.715387950229,-73.944537838532
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.761166509969,-73.83092123662
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.830610122115,-73.849646682665
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.749310991862,-73.70763394696
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.717680937564,-73.856994616372
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.59625696493,-73.97980292159
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.701939538601,-73.880900389818
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.608489418548,-74.004707155777
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.634022085772,-73.966489615664
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.816310003918,-73.93925821963
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.888248758972,-73.831280331071
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.724675923701,-73.99870479998
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.780445644457,-73.953784948013
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.75050915768,-73.892994294323
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.672515139281,-73.891562563396
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.721373890009,-73.995548196848
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.660530930419,-73.950624460106
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.685565678337,-73.772834988099
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.762773028647,-73.99317373378
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.678572836353,-73.867984834697
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.727364787143,-73.984741997855
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.722523488929,-73.988819791819
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.761166509969,-73.83092123662
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.832839438983,-73.914351984109
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.753506405092,-73.794273110557
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.708107154177,-74.017630523853
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.746228500795,-73.891323023495
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.714923594997,-73.993633169179
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.670260942913,-73.820950841132
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.758501995257,-73.833241808988
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.630483718376,-73.921061495087
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.723427394773,-73.950581289259
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.755160414448,-73.98083017402
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.757856168616,-73.983399433011
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.784868158785,-73.973339442992
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.751298955256,-73.983523787755
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.790834819164,-73.942289847663
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.753621849183,-73.990958519981
Staten Island,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.60799180107,-74.121095847185
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.826155149546,-73.938793918978
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.62558155113,-74.023851637995
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.681989186632,-73.996062814554
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.726044925415,-73.908713558003
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.784719966444,-73.973444223466
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.88462843217,-73.849024964874
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.736609791786,-73.990679378381
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.717250882856,-73.989812713595
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.59625696493,-73.97980292159
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.777965268287,-73.956028919778
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.759371225345,-73.983056133783
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.774625610596,-73.951001683867
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.733912065258,-74.000660319176
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.785609120733,-73.972822755829
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.755033261103,-73.96532040323
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.709296899654,-73.82976922999
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.595221214456,-74.000770566489
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.735852416673,-73.993245062113
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.729539653234,-74.000858719193
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.765436241683,-73.9777875714
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.736744161279,-73.895975421177
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.860633125622,-73.898134393056
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.723654383691,-73.989353547482
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.879186211627,-73.874622131045
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.639745295786,-73.967668576794
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.752460063335,-73.970262893814
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.849780417529,-73.936158731473
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.722457869376,-74.008156962142
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.749685326401,-73.866428576877
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.761887230821,-73.966349230214
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.777637040569,-73.945857850239
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.823335867465,-73.909117939035
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.676911129479,-73.74284031339
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.758485813513,-74.004923546014
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.762023740274,-73.993708065757
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.752688090018,-73.985652943134
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.812582405866,-73.887883451493
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.686661495939,-73.823030415487
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.745237100748,-73.975553194272
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.703946975231,-74.010297052389
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.757786578795,-73.966409063435
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.750985663105,-73.946330748432
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.76848367892,-73.911229224144
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.737396829398,-73.984198418048
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.75730677625,-73.92224255309
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.716897259821,-73.999696980348
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.609969984731,-73.922220342178
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.670260942913,-73.820950841132
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.618968696412,-73.990324856132
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.755997799021,-73.96927591414
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.752756844919,-73.864199046706
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.633499882484,-74.004950317739
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.711045571367,-73.950182906736
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.736908797604,-73.988745199453
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.905418779704,-73.904522991476
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.88332560485,-73.856163185222
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.806536907247,-73.926757934376
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.635967191876,-74.009043492515
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.599806709403,-73.961314173905
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.741544032044,-73.98324833823
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.775035737893,-73.953795938062
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.721404058749,-73.994974582975
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.875906638571,-73.84974997361
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.675235546914,-73.811344202943
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.635133683056,-73.913860899269
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.693615686741,-73.829564205222
Staten Island,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.618259305968,-74.105182773569
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.682106262902,-73.836718190929
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.725383644137,-73.989991857481
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.578767617845,-73.836619009448
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.690305864691,-73.996437338569
Staten Island,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.552129043699,-74.212092661776
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.787291350008,-73.971568978116
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.655792001004,-73.915318995718
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.644816002268,-73.923675003875
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.723347032954,-73.990057103595
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.763666504581,-73.770567679636
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.74369094418,-73.825657153695
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.876515785741,-73.829918029205
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.888997076522,-73.842179333439
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.716425142794,-73.998008742158
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.748077703935,-73.879558020348
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.712251024367,-73.966709848186
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.706171073177,-73.758225459745
Staten Island,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.545414362967,-74.160384675458
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.751629577932,-73.826163250712
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.730428952165,-74.00137829885
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.693136988863,-73.968666715239
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.84490492655,-73.867653469405
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.855460280907,-73.887413252363
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.743467070595,-73.921338518141
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.64227383207,-73.92711910143
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.703946975231,-74.010297052389
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.679029867717,-74.01090609474
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.633738599086,-73.993464404201
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.62785160196,-74.023294057858
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.857169833265,-73.932399225153
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.640825971612,-73.95021031058
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.609969984731,-73.922220342178
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.756992594766,-73.993654399478
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.863044540334,-73.858163118409
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.766065420049,-73.981317989964
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.712623617937,-73.997067391413
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.761073848253,-73.990683161327
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.768635495238,-73.988891445118
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.718414640133,-74.010458024417
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.868309337231,-73.921620530371
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.7473674118,-73.903411427654
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.668637706981,-73.985195264291
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.700524796652,-73.828064204629
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.733840182011,-73.871577033806
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.674089963658,-73.97572357618
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.825608670397,-73.943618170934
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.700540953161,-73.94344665211
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.631067678093,-74.00996872495
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.68974350885,-73.965397762618
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.746163248913,-73.883563843536
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.743551676191,-73.999736555732
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.699523986195,-73.832470258837
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.775904359811,-73.957091798192
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.632626335586,-73.948025946503
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.730521459165,-73.986256681523
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.598890977418,-73.997861019866
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.786992226441,-73.971789388898
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.780147669306,-73.950102122087
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.851917819285,-73.934830066594
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.730809954936,-73.988995194679
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.628794723592,-73.927944462124
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.813670229536,-73.922169221528
